Satisfaction Score,Churn Value,Churn Score,CLTV,Employee Related Cancellation,Product/Service Related Cancellation,Competitor Cancellation,Price Cancellation,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Age,Number of Dependents,City,Zip Code,Churn Category_Competitor,Churn Category_Did Not Churn,Churn Category_Dissatisfaction,Churn Category_Other,Churn Category_Price,Churn Reason_Attitude of support person,Churn Reason_Competitor had better devices,Churn Reason_Competitor made better offer,Churn Reason_Competitor offered higher download speeds,Churn Reason_Competitor offered more data,Churn Reason_Deceased,Churn Reason_Did Not Churn,Churn Reason_Don't know,Churn Reason_Extra data charges,Churn Reason_Lack of affordable download/upload speed,Churn Reason_Lack of self-service on Website,Churn Reason_Limited range of services,Churn Reason_Long distance charges,Churn Reason_Moved,Churn Reason_Network reliability,Churn Reason_Poor expertise of online support,Churn Reason_Poor expertise of phone support,Churn Reason_Price too high,Churn Reason_Product dissatisfaction,Churn Reason_Service dissatisfaction,Referred a Friend_Yes,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Offer_Unknown/None,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Online Security_Yes,Online Backup_Yes,Device Protection Plan_Yes,Premium Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Streaming Music_Yes,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check,Gender_Male,Under 30_Yes,Senior Citizen_Yes,Married_Yes,Dependents_Yes
4,0,75,6342,0,0,0,0,4,72,30.0,19,92.65,6733.0,0.0,0,2160.0,8893.0,35,1,4,94960,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1
4,0,58,5254,0,0,0,0,0,62,0.0,51,43.7,2618.3,0.0,0,0.0,2618.3,21,0,4,94963,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0
4,0,49,4735,0,0,0,0,2,32,35.39,0,18.95,613.95,0.0,0,1132.48,1746.43,39,1,4,94971,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
4,0,75,5654,0,0,0,0,0,21,32.89,0,20.5,402.85,0.0,0,690.69,1093.54,31,0,4,94972,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4,0,32,4803,0,0,0,0,9,62,47.96,0,19.95,1244.8,0.0,0,2973.52,4218.32,28,2,4,94973,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
4,0,54,5786,0,0,0,0,0,2,0.0,5,24.5,46.4,0.0,0,0.0,46.4,34,0,4,95002,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,56,2924,0,0,0,0,0,27,8.55,0,20.6,581.85,0.0,0,230.85,812.7,42,2,4,95003,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
3,0,76,3695,0,0,0,0,0,25,0.0,9,61.05,1540.2,0.0,0,0.0,1540.2,31,0,4,95005,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
5,0,27,5154,0,0,0,0,0,49,22.52,25,106.65,5168.1,0.0,130,1103.48,6401.58,45,0,4,95007,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0
3,0,39,5331,0,0,0,0,0,63,5.17,16,108.25,6780.1,0.0,0,325.71,7105.81,46,0,4,95008,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
3,0,65,4929,0,0,0,0,0,4,30.79,0,20.4,94.5,0.0,0,123.16,217.66,51,3,4,95010,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3,0,37,2849,0,0,0,0,8,1,36.69,82,55.3,55.3,0.0,0,36.69,91.99,27,0,4,95012,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0
4,0,33,4032,0,0,0,0,0,11,28.62,0,20.25,208.0,0.0,0,314.82,522.8199999999999,46,0,4,95014,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4,0,80,6443,0,0,0,0,0,64,25.95,23,104.65,6889.8,0.0,0,1660.8,8550.6,47,0,4,95019,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
3,0,23,3976,0,0,0,0,10,43,29.98,59,75.2,3254.35,0.0,0,1289.14,4543.49,30,1,4,95020,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1
3,0,79,5177,0,0,0,0,5,61,36.13,23,101.15,6383.9,0.0,0,2203.9300000000003,8587.83,35,0,51,92027,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
4,0,60,5454,0,0,0,0,0,66,20.52,10,68.75,4447.55,0.0,0,1354.32,5801.87,64,0,12,95033,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
3,0,67,6103,0,0,0,0,8,67,46.89,29,111.05,7321.05,0.0,0,3141.63,10462.68,51,0,4,95035,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0
4,0,76,4545,0,0,0,0,9,42,1.31,17,99.0,4135.0,0.0,0,55.02,4190.02,54,0,4,95037,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0
3,0,24,5225,0,0,0,0,3,31,9.8,0,21.0,697.7,0.0,0,303.8,1001.5,60,3,4,95041,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
5,0,56,5873,0,0,0,0,0,7,9.19,0,19.4,168.65,0.0,0,64.33,232.98,63,0,4,95043,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
5,0,58,3997,0,0,0,0,0,34,5.39,52,77.2,2753.8,0.0,0,183.26,2937.0600000000004,23,1,4,95046,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1
4,0,32,2787,0,0,0,0,0,3,2.78,0,19.45,69.25,0.0,0,8.34,77.59,33,0,12,95050,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
5,0,39,2958,0,0,0,0,4,19,0.0,85,24.85,434.8,0.0,0,0.0,434.8,21,1,12,95051,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
3,0,46,5534,0,0,0,0,0,3,0.0,25,41.35,107.25,0.0,0,0.0,107.25,32,0,16,95062,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
5,0,59,5092,0,0,0,0,3,46,16.07,0,19.6,851.2,0.0,0,739.22,1590.42,59,0,16,95064,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,0,49,5629,0,0,0,0,7,69,38.92,16,84.45,5848.6,0.0,40,2685.48,8574.08,47,1,4,95066,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3,0,44,5064,0,0,0,0,0,5,7.83,0,20.25,109.8,0.0,0,39.15,148.95,31,0,4,95070,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3,0,79,3625,0,0,0,0,0,1,27.88,0,19.65,19.65,0.0,0,27.88,47.53,20,0,4,95073,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3,0,79,2194,0,0,0,0,0,26,31.53,0,20.65,595.5,0.0,0,819.78,1415.28,28,0,4,95076,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
4,0,23,3847,0,0,0,0,0,25,4.94,51,99.3,2513.5,0.0,0,123.5,2637.0,21,0,112,95111,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0
3,0,48,5168,0,0,0,0,4,64,49.49,12,81.05,5135.35,0.0,0,3167.36,8302.710000000001,47,2,112,95112,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
3,0,33,4104,0,0,0,0,4,30,48.04,19,67.6,2000.2,0.0,0,1441.2,3441.4,31,1,112,95113,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1
5,0,30,4599,0,0,0,0,0,13,39.17,10,70.15,931.75,0.0,150,509.21,1590.96,53,0,112,95116,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4,0,45,5189,0,0,0,0,1,64,46.44,29,115.0,7396.15,0.0,0,2972.16,10368.31,37,0,112,95117,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
3,0,39,5756,0,0,0,0,0,46,4.08,59,84.8,3958.85,0.0,0,187.68,4146.53,28,2,112,95118,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
4,0,62,3423,0,0,0,0,0,12,36.65,0,19.7,260.9,0.0,0,439.8,700.6999999999999,57,0,112,95119,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3,0,46,5916,0,0,0,0,3,13,39.2,25,63.15,816.8,0.0,0,509.6,1326.4,40,3,112,95122,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1
3,0,35,4188,0,0,0,0,5,67,43.01,16,74.0,4868.4,0.0,0,2881.67,7750.07,49,2,112,95123,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1
3,0,33,4636,0,0,0,0,4,24,0.0,51,29.1,688.0,0.0,0,0.0,688.0,25,0,112,95124,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
5,0,34,3929,0,0,0,0,0,6,23.01,13,50.05,288.35,0.0,40,138.06,466.41,37,0,112,95125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3,0,63,2706,0,0,0,0,0,10,39.39,0,20.0,185.4,0.0,0,393.9,579.3,27,0,112,95128,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5,0,40,4172,0,0,0,0,0,13,42.62,15,74.65,966.25,0.0,0,554.06,1520.31,39,0,112,95129,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
4,0,51,5292,0,0,0,0,6,38,17.52,59,85.4,3297.0,0.0,0,665.76,3962.76,26,2,112,95133,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1
3,0,71,4392,0,0,0,0,9,43,49.48,11,94.1,4107.3,0.0,0,2127.64,6234.9400000000005,33,0,112,95134,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0
4,0,80,4398,0,0,0,0,0,25,32.33,51,108.9,2809.05,0.0,0,808.25,3617.3,20,0,112,95136,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0
4,0,42,5978,0,0,0,0,0,27,2.63,59,56.2,1567.55,0.0,30,71.00999999999999,1668.56,19,2,112,95138,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
3,0,41,5475,0,0,0,0,2,72,33.92,0,26.1,1851.45,0.0,0,2442.24,4293.6900000000005,61,2,112,95139,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
4,0,48,4777,0,0,0,0,0,71,31.89,30,85.45,6028.95,0.0,0,2264.19,8293.14,19,1,4,95140,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1
3,0,37,5557,0,0,0,0,0,24,44.09,9,88.95,2072.75,0.0,0,1058.16,3130.91,63,0,112,95148,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
4,0,71,5548,0,0,0,0,0,57,24.67,42,74.35,4317.35,0.0,0,1406.19,5723.540000000001,30,0,44,95203,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0
5,0,62,5584,0,0,0,0,0,15,31.68,23,48.85,736.8,0.0,0,475.2,1212.0,34,0,44,95204,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,67,2333,0,0,0,0,0,4,44.16,82,80.1,336.15,0.0,0,176.64,512.79,27,0,44,95205,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
3,0,47,4468,0,0,0,0,0,28,44.11,15,56.05,1522.65,0.0,110,1235.08,2867.73,51,0,44,95206,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,42,5875,0,0,0,0,2,55,5.08,9,89.8,4959.6,0.0,0,279.4,5239.0,37,0,44,95209,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
5,0,66,4391,0,0,0,0,0,55,39.29,0,19.1,1001.5,0.0,0,2160.95,3162.45,53,2,44,95215,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
4,0,49,2522,0,0,0,0,9,20,42.46,0,20.35,442.6,0.0,0,849.2,1291.8000000000002,58,3,44,95219,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4,0,69,6361,0,0,0,0,8,62,15.05,23,106.05,6703.5,0.0,0,933.1,7636.6,47,2,4,95220,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1
3,0,41,3678,0,0,0,0,0,43,6.71,0,19.65,779.25,0.0,0,288.53,1067.78,44,0,4,95223,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3,0,54,4029,0,0,0,0,7,60,41.4,21,59.85,3483.45,0.0,0,2484.0,5967.45,49,0,4,95225,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3,0,33,5666,0,0,0,0,3,58,22.14,2,86.1,4890.5,0.0,110,1284.12,6284.62,38,0,4,95226,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0
3,0,29,5084,0,0,0,0,0,7,49.16,0,19.45,136.75,0.0,0,344.12,480.87,47,2,4,95227,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
3,0,43,5745,0,0,0,0,10,2,39.35,24,97.1,184.15,0.0,0,78.7,262.85,40,1,4,95228,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1
3,0,61,3944,0,0,0,0,6,39,15.91,0,19.75,757.95,0.0,0,620.49,1378.44,40,3,4,95232,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
3,0,31,6042,0,0,0,0,0,68,5.84,0,24.55,1657.4,0.0,0,397.12,2054.52,20,0,4,95236,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
3,0,26,5453,0,0,0,0,6,62,0.0,26,48.7,3008.55,0.0,120,0.0,3128.55,32,2,4,95237,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1
3,0,53,6452,0,0,0,0,9,72,44.2,2,109.55,8165.1,0.0,0,3182.4,11347.5,34,0,8,95242,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0
3,0,79,5062,0,0,0,0,9,41,8.44,0,20.65,875.55,0.0,0,346.04,1221.59,40,0,4,95245,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3,0,74,4042,0,0,0,0,0,4,7.49,17,55.2,220.65,0.0,0,29.96,250.61,64,0,4,95247,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,20,4865,0,0,0,0,0,53,39.37,0,24.05,1301.9,0.0,0,2086.61,3388.51,34,0,4,95249,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5,0,80,2165,0,0,0,0,10,39,36.39,0,20.45,790.0,0.0,0,1419.21,2209.21,39,0,4,95252,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
3,0,20,4538,0,0,0,0,9,63,17.38,0,19.25,1237.65,0.0,0,1094.9399999999998,2332.59,57,0,4,95254,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
3,0,73,2723,0,0,0,0,0,15,7.96,0,26.35,378.6,0.0,0,119.4,498.0,48,0,4,95255,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3,0,40,4369,0,0,0,0,1,13,29.49,2,43.8,592.65,0.0,0,383.37,976.02,34,0,4,95257,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
3,0,50,4014,0,0,0,0,0,1,20.3,16,50.15,50.15,0.0,0,20.3,70.45,45,0,4,95258,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
3,0,27,5925,0,0,0,0,0,1,43.82,0,20.45,20.45,0.0,0,43.82,64.27,37,0,4,95301,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
3,0,40,6209,0,0,0,0,0,60,30.92,26,61.4,3638.25,0.0,0,1855.2,5493.45,24,0,4,95305,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
